Booking ID,Guest ID,Gender,Age,Property Type,City,Room Type,Booking Date,Check-in Date,Check-out Date,Stay Length (Days),Number of Guests,Price per Night,Total Cost,Discount,Final Cost,Booking Source,Payment Method,Review Score
HB_10529,GUEST_1426,Male,67,Airbnb,Sydney,Studio,2024-01-20,2024-02-02,2024-02-16,14,2,463.63,6490.82,1061.06,5429.76,Website,PayPal,5
HB_10530,GUEST_6536,Female,26,Hotel,New York,Suite,2024-06-27,2024-07-01,2024-07-07,6,1,373.5,2241.0,405.21,1835.79,Website,Credit Card,5
HB_10531,GUEST_2200,Male,37,Airbnb,Paris,Single,2024-01-01,2024-01-02,2024-01-14,12,1,153.96,1847.52,93.38,1754.14,App,Credit Card,3
HB_10532,GUEST_1056,Female,65,Airbnb,Sydney,Double,2024-02-05,2024-03-02,2024-03-13,11,3,286.55,3152.05,141.04,3011.01,Phone,Bank Transfer,1
HB_10533,GUEST_6069,Female,57,Airbnb,Barcelona,Apartment,2023-11-23,2023-12-28,2024-01-11,14,4,237.35,3322.9,112.03,3210.87,App,Credit Card,2
HB_10534,GUEST_8847,Male,60,Airbnb,Paris,Single,2023-10-28,2023-12-04,2023-12-10,6,4,135.84,815.04,43.7,771.34,Website,Bank Transfer,5
HB_10535,GUEST_5901,Male,64,Airbnb,Barcelona,Studio,2023-10-01,2023-10-11,2023-10-22,11,4,396.45,4360.95,617.17,3743.78,Phone,PayPal,5
HB_10536,GUEST_8324,Female,62,Airbnb,Sydney,Suite,2024-03-20,2024-04-27,2024-05-06,9,2,412.5,3712.5,213.72,3498.78,App,Bank Transfer,4
HB_10537,GUEST_4384,Male,42,Airbnb,Paris,Suite,2024-03-26,2024-04-26,2024-05-09,13,1,284.34,3696.42,689.29,3007.13,Phone,PayPal,1
HB_10538,GUEST_2593,Male,79,Airbnb,Paris,Single,2024-08-23,2024-08-28,2024-09-05,8,1,294.1,2352.8,67.01,2285.79,Website,Bank Transfer,2
HB_10539,GUEST_8706,Male,72,Hotel,Tokyo,Suite,2023-06-21,2023-06-30,2023-07-12,12,2,339.3,4071.6,637.8,3433.8,Travel Agent,Credit Card,4
HB_10540,GUEST_4706,Male,25,Hotel,New York,Single,2024-04-26,2024-05-22,2024-06-05,14,2,319.53,4473.42,59.92,4413.5,Phone,PayPal,5
HB_10541,GUEST_5472,Female,32,Airbnb,Tokyo,Apartment,2025-03-03,2025-03-21,2025-03-28,7,3,337.23,2360.61,265.45,2095.16,App,Bank Transfer,4
HB_10542,GUEST_9039,Male,75,Hotel,Dubai,Double,2025-02-06,2025-03-10,2025-03-20,10,2,341.19,3411.9,292.08,3119.82,App,PayPal,1
HB_10543,GUEST_6611,Male,71,Hotel,New York,Single,2024-03-15,2024-03-17,2024-03-31,14,2,359.11,5027.54,447.98,4579.56,Travel Agent,PayPal,2
HB_10544,GUEST_6722,Female,22,Airbnb,Paris,Studio,2024-10-29,2024-11-14,2024-11-28,14,2,190.86,2672.04,339.96,2332.08,Phone,PayPal,5
HB_10545,GUEST_7784,Female,36,Airbnb,Paris,Double,2023-10-18,2023-10-23,2023-10-31,8,4,109.56,876.48,49.4,827.08,App,Bank Transfer,4
HB_10546,GUEST_3979,Male,26,Airbnb,Paris,Studio,2024-05-30,2024-05-31,2024-06-03,3,1,497.53,1492.59,24.81,1467.78,Phone,Credit Card,5
HB_10547,GUEST_7706,Female,62,Hotel,New York,Studio,2025-02-23,2025-04-04,2025-04-05,1,2,335.17,335.17,4.57,330.6,Website,PayPal,1
HB_10548,GUEST_1684,Female,49,Hotel,Sydney,Single,2024-07-18,2024-08-19,2024-08-24,5,2,291.54,1457.7,282.44,1175.26,Phone,PayPal,3
HB_10549,GUEST_7637,Male,63,Hotel,Dubai,Studio,2023-11-26,2023-12-26,2024-01-05,10,1,337.28,3372.8,220.23,3152.57,Website,Bank Transfer,2
HB_10550,GUEST_2749,Female,37,Hotel,Dubai,Double,2024-09-22,2024-09-25,2024-10-01,6,1,423.79,2542.74,99.86,2442.88,Phone,PayPal,4
HB_10551,GUEST_7932,Male,46,Airbnb,Dubai,Suite,2023-07-24,2023-08-24,2023-09-05,12,1,360.07,4320.84,466.81,3854.03,Travel Agent,Credit Card,2
HB_10552,GUEST_3818,Male,57,Airbnb,London,Suite,2024-04-26,2024-05-30,2024-06-05,6,2,342.72,2056.32,4.14,2052.18,Travel Agent,PayPal,4
HB_10553,GUEST_2580,Female,71,Airbnb,London,Suite,2025-02-14,2025-02-16,2025-03-02,14,1,117.61,1646.54,114.12,1532.42,App,Bank Transfer,5
HB_10554,GUEST_6158,Female,37,Airbnb,Barcelona,Apartment,2025-01-19,2025-03-01,2025-03-11,10,3,438.89,4388.9,92.77,4296.13,App,Bank Transfer,1
HB_10555,GUEST_1503,Female,19,Airbnb,Tokyo,Apartment,2023-11-07,2023-12-23,2024-01-05,13,2,436.89,5679.57,701.55,4978.02,App,PayPal,1
HB_10556,GUEST_8424,Male,64,Airbnb,Tokyo,Apartment,2024-10-21,2024-11-21,2024-12-03,12,1,249.34,2992.08,72.65,2919.43,Travel Agent,PayPal,2
HB_10557,GUEST_1397,Female,40,Hotel,New York,Double,2024-02-28,2024-04-13,2024-04-22,9,2,468.45,4216.05,344.58,3871.47,Travel Agent,Bank Transfer,5
HB_10558,GUEST_8007,Male,63,Airbnb,London,Apartment,2024-08-20,2024-10-02,2024-10-13,11,4,401.96,4421.56,281.35,4140.21,App,Bank Transfer,5
HB_10559,GUEST_7715,Female,63,Airbnb,Barcelona,Apartment,2024-04-17,2024-06-08,2024-06-16,8,5,286.25,2290.0,202.68,2087.32,Phone,Bank Transfer,3
HB_10560,GUEST_6160,Male,69,Hotel,Paris,Studio,2024-03-13,2024-04-12,2024-04-22,10,3,201.58,2015.8,219.46,1796.34,App,Credit Card,3
HB_10561,GUEST_7131,Male,62,Airbnb,Dubai,Single,2024-12-15,2024-12-18,2024-12-28,10,4,335.49,3354.9,322.0,3032.9,Website,Bank Transfer,5
HB_10562,GUEST_5794,Male,70,Airbnb,New York,Suite,2025-04-11,2025-04-13,2025-04-18,5,1,369.67,1848.35,298.41,1549.94,Phone,Credit Card,5
HB_10563,GUEST_4398,Female,34,Airbnb,Barcelona,Suite,2023-06-17,2023-08-06,2023-08-13,7,3,297.35,2081.45,225.0,1856.45,App,Bank Transfer,3
HB_10564,GUEST_9444,Female,29,Airbnb,London,Single,2024-08-10,2024-08-24,2024-09-01,8,2,304.09,2432.72,245.2,2187.52,Website,Bank Transfer,4
HB_10565,GUEST_2142,Female,26,Airbnb,London,Apartment,2024-08-01,2024-08-30,2024-09-09,10,5,184.34,1843.4,334.83,1508.57,App,Credit Card,2
HB_10566,GUEST_4175,Female,31,Airbnb,Tokyo,Studio,2025-02-12,2025-03-02,2025-03-06,4,1,306.46,1225.84,40.61,1185.23,Travel Agent,PayPal,5
HB_10567,GUEST_3611,Female,79,Hotel,Paris,Studio,2024-12-04,2025-01-14,2025-01-15,1,5,101.57,101.57,7.63,93.94,Phone,Bank Transfer,3
HB_10568,GUEST_2011,Male,64,Airbnb,Barcelona,Apartment,2025-05-16,2025-06-22,2025-06-27,5,4,107.84,539.2,54.48,484.72,Phone,Credit Card,2
HB_10569,GUEST_6389,Female,78,Airbnb,Dubai,Studio,2023-12-25,2023-12-31,2024-01-08,8,5,287.85,2302.8,200.02,2102.78,Website,Credit Card,3
HB_10570,GUEST_4756,Female,43,Airbnb,Paris,Single,2024-11-21,2025-01-08,2025-01-17,9,5,173.33,1559.97,158.15,1401.82,Travel Agent,Bank Transfer,5
HB_10571,GUEST_4249,Female,40,Hotel,Sydney,Apartment,2024-03-13,2024-05-11,2024-05-13,2,2,318.41,636.82,45.46,591.36,Travel Agent,PayPal,3
HB_10572,GUEST_4075,Female,29,Hotel,Dubai,Studio,2024-12-24,2025-01-23,2025-01-30,7,1,206.25,1443.75,172.41,1271.34,App,PayPal,1
HB_10573,GUEST_1540,Male,35,Airbnb,London,Single,2024-05-06,2024-06-17,2024-06-20,3,2,280.21,840.63,135.06,705.57,Phone,Bank Transfer,5
HB_10574,GUEST_8410,Male,63,Hotel,Barcelona,Apartment,2025-04-23,2025-06-19,2025-06-29,10,4,240.62,2406.2,220.62,2185.58,Phone,Credit Card,2
HB_10575,GUEST_4142,Male,40,Hotel,Barcelona,Suite,2024-12-12,2024-12-22,2024-12-31,9,5,472.92,4256.28,140.38,4115.9,App,Bank Transfer,5
HB_10576,GUEST_6652,Female,30,Airbnb,Barcelona,Apartment,2024-04-23,2024-05-30,2024-06-09,10,1,108.19,1081.9,157.59,924.31,App,PayPal,5
HB_10577,GUEST_8805,Female,70,Hotel,Dubai,Double,2025-01-13,2025-01-17,2025-01-30,13,5,171.47,2229.11,81.91,2147.2,Website,Bank Transfer,5
HB_10578,GUEST_4969,Female,47,Airbnb,Tokyo,Single,2024-03-25,2024-05-13,2024-05-21,8,1,364.77,2918.16,153.45,2764.71,App,PayPal,5
HB_10579,GUEST_1373,Female,38,Hotel,Dubai,Apartment,2023-09-17,2023-10-13,2023-10-20,7,3,230.3,1612.1,240.49,1371.61,App,Credit Card,5
HB_10580,GUEST_2769,Male,22,Airbnb,Dubai,Studio,2024-05-29,2024-06-13,2024-06-16,3,4,432.12,1296.36,12.71,1283.65,Website,Bank Transfer,2
HB_10581,GUEST_7348,Male,34,Airbnb,Barcelona,Single,2025-03-23,2025-05-04,2025-05-17,13,2,105.5,1371.5,4.72,1366.78,Phone,PayPal,3
HB_10582,GUEST_2626,Male,39,Hotel,Sydney,Studio,2023-07-27,2023-08-01,2023-08-05,4,4,104.1,416.4,17.06,399.34,App,Bank Transfer,3
HB_10583,GUEST_1582,Female,70,Hotel,Paris,Suite,2023-12-06,2024-01-02,2024-01-06,4,1,349.06,1396.24,264.63,1131.61,Phone,Credit Card,1
HB_10584,GUEST_5885,Female,71,Hotel,New York,Apartment,2023-07-22,2023-08-01,2023-08-09,8,4,108.58,868.64,132.51,736.13,Phone,Bank Transfer,2
HB_10585,GUEST_1828,Male,46,Airbnb,London,Double,2023-08-04,2023-09-19,2023-09-29,10,2,293.51,2935.1,255.4,2679.7,Website,Credit Card,2
HB_10586,GUEST_6677,Female,33,Airbnb,New York,Double,2023-07-31,2023-09-23,2023-10-01,8,5,318.71,2549.68,132.14,2417.54,Travel Agent,PayPal,1
HB_10587,GUEST_2465,Female,65,Hotel,New York,Apartment,2024-03-31,2024-05-03,2024-05-11,8,1,489.56,3916.48,710.06,3206.42,Phone,PayPal,1
HB_10588,GUEST_8020,Female,72,Hotel,New York,Apartment,2025-03-21,2025-04-30,2025-05-10,10,2,144.49,1444.9,288.64,1156.26,Phone,Credit Card,4
HB_10589,GUEST_1509,Male,58,Hotel,Dubai,Suite,2023-10-23,2023-12-21,2023-12-23,2,5,190.67,381.34,36.43,344.91,Travel Agent,Bank Transfer,2
HB_10590,GUEST_1816,Male,32,Airbnb,Sydney,Studio,2023-08-17,2023-09-12,2023-09-19,7,5,486.35,3404.45,485.56,2918.89,Travel Agent,Credit Card,5
HB_10591,GUEST_4343,Female,63,Airbnb,New York,Suite,2025-01-27,2025-01-31,2025-02-06,6,1,324.55,1947.3,104.11,1843.19,Website,Credit Card,5
HB_10592,GUEST_5489,Female,72,Hotel,New York,Suite,2024-02-24,2024-04-03,2024-04-11,8,4,288.05,2304.4,232.7,2071.7,Website,Credit Card,5
HB_10593,GUEST_5929,Male,48,Hotel,London,Double,2024-04-10,2024-05-27,2024-05-30,3,3,265.1,795.3,63.3,732.0,Website,Credit Card,2
HB_10594,GUEST_2196,Female,25,Airbnb,London,Single,2025-02-24,2025-04-01,2025-04-14,13,3,185.9,2416.7,132.66,2284.04,Website,Bank Transfer,4
HB_10595,GUEST_6129,Male,65,Airbnb,Tokyo,Single,2023-06-22,2023-08-14,2023-08-22,8,2,436.44,3491.52,224.49,3267.03,Phone,Credit Card,1
HB_10596,GUEST_3795,Female,63,Airbnb,Sydney,Suite,2023-08-16,2023-09-09,2023-09-15,6,5,257.51,1545.06,137.69,1407.37,App,PayPal,2
HB_10597,GUEST_7042,Male,52,Airbnb,Paris,Apartment,2024-10-26,2024-12-04,2024-12-13,9,4,327.98,2951.82,586.83,2364.99,Phone,Credit Card,4
HB_10598,GUEST_4200,Male,28,Hotel,Tokyo,Single,2024-10-29,2024-12-14,2024-12-18,4,1,193.95,775.8,69.67,706.13,Travel Agent,PayPal,1
HB_10599,GUEST_7094,Female,68,Hotel,Barcelona,Single,2024-06-02,2024-06-13,2024-06-26,13,1,490.91,6381.83,1087.56,5294.27,Travel Agent,Credit Card,1
HB_10600,GUEST_6146,Female,65,Hotel,Paris,Studio,2024-02-02,2024-03-06,2024-03-17,11,4,401.89,4420.79,770.07,3650.72,Travel Agent,PayPal,1
HB_10601,GUEST_7833,Female,52,Hotel,New York,Studio,2024-07-24,2024-09-02,2024-09-12,10,5,292.25,2922.5,245.01,2677.49,Travel Agent,Credit Card,2
HB_10602,GUEST_5925,Male,68,Hotel,Barcelona,Double,2024-01-15,2024-02-17,2024-02-21,4,1,462.38,1849.52,194.6,1654.92,Phone,Bank Transfer,3
HB_10603,GUEST_2109,Female,66,Airbnb,London,Single,2023-09-02,2023-10-11,2023-10-24,13,3,232.45,3021.85,284.91,2736.94,Travel Agent,PayPal,5
HB_10604,GUEST_6018,Female,43,Airbnb,London,Suite,2024-12-12,2025-02-04,2025-02-17,13,1,323.93,4211.09,595.94,3615.15,App,Bank Transfer,3
HB_10605,GUEST_3039,Female,41,Hotel,Paris,Single,2025-01-13,2025-01-20,2025-02-01,12,5,126.48,1517.76,275.78,1241.98,Phone,Bank Transfer,5
HB_10606,GUEST_8279,Male,48,Hotel,Paris,Studio,2024-05-31,2024-06-19,2024-07-03,14,5,328.2,4594.8,415.05,4179.75,Website,Credit Card,5
HB_10607,GUEST_4251,Female,56,Hotel,Tokyo,Double,2025-01-04,2025-02-22,2025-03-06,12,3,445.67,5348.04,151.18,5196.86,Phone,Bank Transfer,3
HB_10608,GUEST_2797,Male,74,Hotel,New York,Single,2024-10-20,2024-11-17,2024-11-27,10,2,472.73,4727.3,264.7,4462.6,Phone,PayPal,4
HB_10609,GUEST_1982,Female,68,Hotel,Sydney,Studio,2023-12-03,2023-12-31,2024-01-04,4,5,415.18,1660.72,156.49,1504.23,Website,Bank Transfer,3
HB_10610,GUEST_3741,Male,30,Airbnb,Barcelona,Apartment,2024-03-30,2024-04-03,2024-04-08,5,1,283.8,1419.0,47.23,1371.77,Website,PayPal,4
HB_10611,GUEST_2585,Female,25,Airbnb,Barcelona,Suite,2025-05-14,2025-06-01,2025-06-14,13,1,54.37,706.81,109.91,596.9,Website,Credit Card,3
HB_10612,GUEST_7834,Female,72,Airbnb,Dubai,Apartment,2023-12-27,2023-12-31,2024-01-13,13,1,109.69,1425.97,15.86,1410.11,App,PayPal,1
HB_10613,GUEST_4022,Female,60,Airbnb,Dubai,Studio,2024-01-11,2024-02-29,2024-03-09,9,4,342.69,3084.21,284.44,2799.77,Website,Credit Card,5
HB_10614,GUEST_7963,Male,71,Airbnb,Sydney,Single,2023-10-12,2023-11-07,2023-11-11,4,5,151.47,605.88,80.97,524.91,App,Credit Card,3
HB_10615,GUEST_7446,Male,24,Airbnb,London,Double,2024-10-28,2024-11-24,2024-11-26,2,5,391.57,783.14,145.81,637.33,Phone,Bank Transfer,5
HB_10616,GUEST_9823,Female,71,Airbnb,London,Double,2024-08-20,2024-09-29,2024-10-01,2,5,159.86,319.72,57.55,262.17,Phone,Bank Transfer,1
HB_10617,GUEST_3267,Male,44,Hotel,Dubai,Apartment,2024-03-11,2024-05-06,2024-05-16,10,2,221.34,2213.4,274.39,1939.01,App,Credit Card,5
HB_10618,GUEST_4207,Female,73,Airbnb,Tokyo,Studio,2024-10-05,2024-10-30,2024-11-06,7,2,169.53,1186.71,185.36,1001.35,Website,Credit Card,5
HB_10619,GUEST_9550,Female,77,Hotel,Sydney,Single,2025-01-02,2025-01-10,2025-01-22,12,2,149.86,1798.32,137.04,1661.28,App,PayPal,5
HB_10620,GUEST_5684,Female,43,Airbnb,Dubai,Apartment,2024-08-25,2024-09-28,2024-10-04,6,3,233.97,1403.82,102.56,1301.26,Phone,Bank Transfer,5
HB_10621,GUEST_6141,Male,21,Airbnb,New York,Suite,2025-05-12,2025-06-04,2025-06-14,10,4,480.23,4802.3,25.3,4777.0,Phone,PayPal,1
HB_10622,GUEST_2084,Female,45,Hotel,Dubai,Suite,2024-11-17,2024-12-01,2024-12-05,4,4,436.25,1745.0,252.21,1492.79,App,Bank Transfer,5
HB_10623,GUEST_3166,Male,30,Hotel,New York,Double,2023-10-17,2023-11-19,2023-12-03,14,2,202.38,2833.32,395.49,2437.83,Phone,Bank Transfer,4
HB_10624,GUEST_8225,Female,20,Airbnb,Barcelona,Double,2024-12-31,2025-02-28,2025-03-14,14,5,83.52,1169.28,163.06,1006.22,Website,Credit Card,5
HB_10625,GUEST_1004,Male,69,Hotel,Barcelona,Apartment,2024-05-23,2024-05-29,2024-06-06,8,1,200.97,1607.76,163.27,1444.49,Travel Agent,Credit Card,3
HB_10626,GUEST_9174,Female,80,Hotel,Sydney,Double,2024-10-15,2024-11-27,2024-11-28,1,3,134.21,134.21,26.53,107.68,Travel Agent,Credit Card,1
HB_10627,GUEST_9464,Female,37,Hotel,New York,Suite,2024-06-04,2024-06-06,2024-06-10,4,2,392.65,1570.6,184.4,1386.2,Website,Bank Transfer,4
HB_10628,GUEST_9066,Male,80,Hotel,Sydney,Suite,2023-11-22,2023-12-16,2023-12-19,3,2,300.53,901.59,135.63,765.96,Website,Credit Card,3
HB_10629,GUEST_8437,Female,38,Hotel,Tokyo,Double,2023-09-07,2023-09-19,2023-09-21,2,2,276.54,553.08,68.74,484.34,Travel Agent,Bank Transfer,3
HB_10630,GUEST_5454,Male,25,Hotel,Dubai,Double,2023-10-13,2023-10-22,2023-10-31,9,1,220.06,1980.54,15.07,1965.47,Travel Agent,Credit Card,1
HB_10631,GUEST_6448,Female,61,Airbnb,Barcelona,Double,2024-04-25,2024-06-20,2024-06-26,6,2,57.55,345.3,23.48,321.82,Phone,PayPal,3
HB_10632,GUEST_5553,Male,57,Hotel,Paris,Single,2024-05-09,2024-05-16,2024-05-19,3,3,238.55,715.65,80.16,635.49,Phone,Credit Card,2
HB_10633,GUEST_2845,Male,68,Airbnb,Dubai,Suite,2024-09-29,2024-11-22,2024-11-25,3,5,310.24,930.72,41.56,889.16,Phone,Bank Transfer,2
HB_10634,GUEST_6811,Male,32,Hotel,London,Apartment,2024-08-08,2024-09-03,2024-09-16,13,3,299.81,3897.53,479.06,3418.47,Phone,PayPal,5
HB_10635,GUEST_2108,Female,51,Airbnb,Barcelona,Studio,2023-08-28,2023-10-23,2023-11-06,14,5,406.76,5694.64,952.33,4742.31,Phone,PayPal,5
HB_10636,GUEST_7608,Female,18,Airbnb,Tokyo,Single,2024-04-28,2024-06-12,2024-06-17,5,4,387.24,1936.2,79.52,1856.68,Travel Agent,Credit Card,4
HB_10637,GUEST_2111,Female,77,Airbnb,Dubai,Single,2024-10-25,2024-12-13,2024-12-25,12,2,358.7,4304.4,61.0,4243.4,Phone,Bank Transfer,2
HB_10638,GUEST_8566,Male,63,Airbnb,London,Studio,2023-09-10,2023-09-23,2023-09-27,4,1,496.3,1985.2,264.63,1720.57,Phone,Credit Card,3
HB_10639,GUEST_2315,Male,29,Airbnb,Tokyo,Double,2023-11-24,2024-01-22,2024-01-27,5,4,461.54,2307.7,75.34,2232.36,Website,Bank Transfer,1
HB_10640,GUEST_5548,Male,27,Hotel,London,Studio,2025-03-15,2025-03-20,2025-03-31,11,4,254.04,2794.44,435.06,2359.38,Travel Agent,Credit Card,4
HB_10641,GUEST_4518,Female,27,Hotel,London,Double,2024-08-13,2024-09-24,2024-09-26,2,5,481.14,962.28,138.88,823.4,Website,Credit Card,1
HB_10642,GUEST_7370,Female,30,Airbnb,Paris,Studio,2024-11-20,2024-12-12,2024-12-18,6,4,256.17,1537.02,301.44,1235.58,Website,Bank Transfer,1
HB_10643,GUEST_9919,Female,76,Airbnb,Dubai,Double,2024-06-18,2024-08-12,2024-08-20,8,1,282.59,2260.72,117.31,2143.41,App,Bank Transfer,3
HB_10644,GUEST_5765,Female,45,Hotel,Paris,Single,2024-06-05,2024-07-18,2024-07-23,5,5,276.09,1380.45,20.17,1360.28,Website,PayPal,1
HB_10645,GUEST_2369,Male,37,Hotel,New York,Single,2024-02-06,2024-03-05,2024-03-13,8,5,261.86,2094.88,237.59,1857.29,Website,PayPal,3
HB_10646,GUEST_1544,Female,53,Airbnb,London,Apartment,2023-08-15,2023-09-16,2023-09-27,11,1,378.28,4161.08,605.65,3555.43,App,PayPal,5
HB_10647,GUEST_3792,Male,26,Hotel,Dubai,Double,2023-07-24,2023-08-06,2023-08-16,10,5,485.83,4858.3,783.51,4074.79,App,PayPal,1
HB_10648,GUEST_8989,Male,63,Hotel,Dubai,Single,2025-03-27,2025-04-20,2025-04-22,2,3,440.41,880.82,46.99,833.83,Website,Bank Transfer,5
HB_10649,GUEST_1275,Male,56,Hotel,Paris,Single,2025-02-25,2025-03-24,2025-04-02,9,1,90.15,811.35,130.98,680.37,App,Credit Card,5
HB_10650,GUEST_3632,Female,71,Hotel,Tokyo,Apartment,2023-10-26,2023-11-08,2023-11-19,11,3,98.85,1087.35,1.57,1085.78,Phone,Credit Card,2
HB_10651,GUEST_9709,Male,55,Hotel,Paris,Apartment,2024-04-27,2024-06-15,2024-06-19,4,1,110.68,442.72,71.32,371.4,App,PayPal,4
HB_10652,GUEST_5366,Female,46,Airbnb,London,Apartment,2024-08-15,2024-09-17,2024-09-20,3,1,370.99,1112.97,208.6,904.37,Travel Agent,Credit Card,2
HB_10653,GUEST_8470,Female,40,Hotel,London,Double,2025-02-23,2025-04-19,2025-04-26,7,2,442.66,3098.62,149.74,2948.88,App,PayPal,2
HB_10654,GUEST_4093,Male,61,Hotel,Dubai,Apartment,2024-06-02,2024-06-17,2024-07-01,14,4,254.48,3562.72,295.13,3267.59,Travel Agent,PayPal,1
HB_10655,GUEST_5543,Female,38,Hotel,Tokyo,Studio,2024-02-17,2024-04-17,2024-04-23,6,4,431.27,2587.62,504.8,2082.82,App,Credit Card,4
HB_10656,GUEST_7807,Female,55,Hotel,Tokyo,Single,2024-08-29,2024-09-05,2024-09-09,4,3,331.13,1324.52,171.93,1152.59,Travel Agent,PayPal,3
HB_10657,GUEST_7599,Male,37,Airbnb,London,Suite,2024-07-04,2024-07-05,2024-07-09,4,1,64.32,257.28,0.31,256.97,Website,Credit Card,5
HB_10658,GUEST_5464,Female,45,Airbnb,London,Studio,2025-05-17,2025-07-05,2025-07-10,5,3,295.36,1476.8,33.5,1443.3,Phone,PayPal,2
HB_10659,GUEST_6847,Female,44,Airbnb,Dubai,Studio,2024-05-05,2024-05-12,2024-05-13,1,2,429.57,429.57,52.67,376.9,Travel Agent,Credit Card,5
HB_10660,GUEST_4950,Male,56,Hotel,London,Double,2023-11-14,2023-12-29,2024-01-02,4,4,282.04,1128.16,142.31,985.85,Travel Agent,PayPal,1
HB_10661,GUEST_8584,Female,50,Airbnb,Paris,Single,2025-05-26,2025-06-16,2025-06-22,6,2,471.13,2826.78,255.68,2571.1,Website,PayPal,2
HB_10662,GUEST_9042,Male,18,Hotel,Tokyo,Apartment,2025-04-17,2025-05-02,2025-05-11,9,5,439.85,3958.65,144.92,3813.73,Website,Bank Transfer,3
HB_10663,GUEST_9584,Female,78,Airbnb,Barcelona,Suite,2024-07-08,2024-09-05,2024-09-07,2,1,251.03,502.06,38.56,463.5,Website,Bank Transfer,1
HB_10664,GUEST_1359,Female,31,Airbnb,Sydney,Single,2024-03-05,2024-03-28,2024-04-06,9,3,377.94,3401.46,367.28,3034.18,Website,PayPal,3
HB_10665,GUEST_8895,Female,47,Hotel,New York,Apartment,2023-06-21,2023-07-01,2023-07-14,13,2,172.15,2237.95,94.11,2143.84,Travel Agent,PayPal,3
HB_10666,GUEST_7243,Female,67,Airbnb,Dubai,Apartment,2025-03-26,2025-03-31,2025-04-04,4,1,317.04,1268.16,173.44,1094.72,App,Bank Transfer,5
HB_10667,GUEST_8236,Male,24,Airbnb,Sydney,Double,2024-05-13,2024-06-01,2024-06-15,14,4,194.3,2720.2,148.85,2571.35,Website,Credit Card,4
HB_10668,GUEST_3716,Male,78,Airbnb,Sydney,Suite,2024-02-25,2024-04-06,2024-04-18,12,5,200.75,2409.0,4.58,2404.42,Website,PayPal,2
HB_10669,GUEST_6500,Male,19,Airbnb,Paris,Suite,2024-07-03,2024-07-05,2024-07-17,12,4,292.52,3510.24,479.38,3030.86,Phone,Credit Card,1
HB_10670,GUEST_2434,Male,72,Airbnb,Paris,Double,2024-01-24,2024-01-31,2024-02-06,6,4,179.11,1074.66,113.8,960.86,Travel Agent,PayPal,1
HB_10671,GUEST_1174,Male,68,Airbnb,Dubai,Double,2024-11-08,2024-11-09,2024-11-19,10,2,110.72,1107.2,113.63,993.57,Website,PayPal,3
HB_10672,GUEST_4218,Female,56,Hotel,Paris,Single,2023-12-23,2024-01-14,2024-01-25,11,4,83.96,923.56,42.42,881.14,Phone,Bank Transfer,5
HB_10673,GUEST_4673,Female,18,Airbnb,Tokyo,Suite,2024-10-05,2024-11-25,2024-12-01,6,5,206.95,1241.7,0.04,1241.66,Phone,Bank Transfer,4
HB_10674,GUEST_5504,Male,72,Hotel,Tokyo,Studio,2025-01-17,2025-03-05,2025-03-08,3,4,341.75,1025.25,184.03,841.22,Website,Bank Transfer,3
HB_10675,GUEST_1984,Male,73,Hotel,Dubai,Studio,2023-08-15,2023-10-11,2023-10-21,10,3,479.43,4794.3,936.46,3857.84,Travel Agent,PayPal,4
HB_10676,GUEST_8086,Male,31,Hotel,Barcelona,Studio,2024-11-12,2024-11-27,2024-12-11,14,1,389.81,5457.34,35.12,5422.22,App,PayPal,5
HB_10677,GUEST_9538,Female,28,Hotel,London,Single,2024-11-24,2024-12-23,2024-12-29,6,1,264.15,1584.9,33.88,1551.02,Website,PayPal,2
HB_10678,GUEST_8070,Male,41,Hotel,Tokyo,Single,2024-11-04,2024-12-20,2024-12-31,11,1,117.58,1293.38,117.24,1176.14,Website,Credit Card,3
HB_10679,GUEST_4986,Female,50,Hotel,Barcelona,Single,2024-04-30,2024-06-09,2024-06-13,4,4,442.54,1770.16,286.7,1483.46,Phone,Credit Card,5
HB_10680,GUEST_3027,Male,58,Hotel,Tokyo,Studio,2024-04-06,2024-04-13,2024-04-19,6,4,269.4,1616.4,129.93,1486.47,Phone,Credit Card,4
HB_10681,GUEST_5316,Female,41,Hotel,Dubai,Double,2025-06-11,2025-07-15,2025-07-18,3,3,195.38,586.14,30.22,555.92,App,Bank Transfer,3
HB_10682,GUEST_3382,Male,27,Airbnb,Barcelona,Double,2024-08-01,2024-08-17,2024-08-23,6,5,290.12,1740.72,67.41,1673.31,Website,Bank Transfer,4
HB_10683,GUEST_3753,Male,40,Hotel,London,Single,2023-11-09,2023-12-11,2023-12-12,1,5,72.2,72.2,1.75,70.45,App,PayPal,5
HB_10684,GUEST_4169,Male,33,Hotel,London,Double,2023-11-19,2024-01-04,2024-01-10,6,2,450.57,2703.42,269.29,2434.13,App,Credit Card,1
HB_10685,GUEST_5429,Male,71,Hotel,London,Single,2024-02-04,2024-03-19,2024-03-25,6,1,292.22,1753.32,282.25,1471.07,App,Credit Card,1
HB_10686,GUEST_9982,Female,66,Airbnb,New York,Suite,2025-05-16,2025-07-11,2025-07-22,11,5,421.47,4636.17,92.2,4543.97,Website,Bank Transfer,5
HB_10687,GUEST_2726,Female,20,Airbnb,Paris,Double,2024-04-02,2024-04-09,2024-04-18,9,2,304.83,2743.47,489.1,2254.37,Website,PayPal,2
